model,ybase,lag,ytransform,dtransform,mtransform,sample_rule,yvar,dvar,mvar,N,beta_b,beta_se,beta_p,path1_b,path1_se,path1_p,path2_b,path2_se,path2_p,direct_b,direct_se,direct_p,attenuation,r2w,theory10,theory05,path1_theory,path2_theory,beta_theory,beta_sig,path1_sig,path2_sig
moderator,pat_invent_apply,cur,count,winsor,winsor,denom_ge3_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,203,10715.722,6067.1763,.082061328,-.0070058655404328,.043180227,.87161463,-15551.12520878447,9391.9004,.10258246,11479.38622548464,5972.3579,.058980066,-763.6644826522715,.33917236,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,winsor,no_covid_denom_ge2,pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,215,3654.2964,2283.197,.11352664,-.0718233790336812,.078645259,.36392137,-1919.895014370011,1852.5988,.30325258,3516.403017174599,2351.9106,.13891652,137.893347321969,.32249829,0,0,0,0,0,,,
moderator,pat_invent_apply,cur,count,winsor,winsor,no_covid_denom_ge2,pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,215,3654.2964,2283.197,.11352664,.0441417273383757,.029828414,.14293976,1808.524733115517,3232.0154,.57737911,3410.537737168979,2338.6865,.14876921,243.7586273275888,.32367575,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,count,winsor,asin,denom_ge2,pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,299,3997.9604,2354.0305,.093280807,-.1211457990702613,.074604437,.10829508,-622.6776905808988,1225.0892,.61264455,3922.525596683213,2341.8623,.097798914,75.43478638864417,.24887142,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,winsor,asin,denom_ge2,pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,299,3997.9604,2354.0305,.093280807,.034397821545142,.038237542,.37100914,3630.263651921881,2379.5251,.13099854,3785.651559648625,2333.1101,.10856583,212.3088234232318,.25585017,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,asin,denom_ge3,pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,250,5042.3789,2915.9265,.088235334,-.0231718634313564,.10244237,.82171917,328.1198329612796,1937.0757,.86598611,5049.98219140945,2901.0452,.086185776,-7.603147958504451,.30499852,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,winsor,asin,denom_ge3,pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,250,5042.3789,2915.9265,.088235334,.0522029324594846,.038686048,.18161981,-4397.692921683103,4855.7197,.3682608,5195.159967323592,2852.4521,.07289701,-152.7809238726468,.30782157,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,asin,interior,pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,223,4936.9653,2781.1604,.080704264,-.0932089109880107,.065951571,.16249155,-1321.430015757584,3922.0708,.73729593,4813.796183435747,2802.8013,.090801165,123.1690527156397,.30896002,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,winsor,asin,interior,pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,223,4936.9653,2781.1604,.080704264,.0041940807466079,.02222088,.85089934,-14093.30374760227,8714.8506,.11084057,5589.424881387912,2773.8596,.048172928,-652.4596452365258,.32388693,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,asin,interior_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,182,9837.9355,4937.7563,.050961532,-.1683400109714806,.079735637,.038999263,-1364.697515237998,4965.5459,.7844044,9608.202180177335,4836.2383,.051604837,229.7331946879149,.32915124,0,0,1,0,0,*,**,
moderator,pat_invent_apply,cur,count,winsor,asin,interior_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,182,9837.9355,4937.7563,.050961532,.0311007412054276,.062943392,.62306559,-32248.57945287556,15249.483,.038687017,12845.19491579116,5031.8271,.013293564,-3007.25954092591,.37856764,0,0,0,0,0,*,,**
mediated,pat_invent_apply,cur,count,winsor,asin,denom_ge2_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,242,5978.1577,3306.575,.074568897,-.1415548059484022,.088036194,.11200033,-313.9731156240836,1531.8801,.83815181,5933.713442510661,3270.1316,.073544085,44.44440345518251,.24270144,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,winsor,asin,denom_ge2_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,242,5978.1577,3306.575,.074568897,.0363809127836573,.054355182,.50532079,4784.645834304984,3575.8381,.18487038,6314.770045259754,3226.0217,.053966545,-336.6121992939106,.25286397,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,asin,denom_ge3_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,203,10715.722,6067.1763,.082061328,-.0381397616684866,.19525436,.84574103,856.6313055912851,2551.8242,.73818302,10748.39345666539,6016.0962,.078664474,-32.67171383302048,.32179922,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,winsor,asin,denom_ge3_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,203,10715.722,6067.1763,.082061328,-.001773955854622,.053463284,.9736321,-8563.124110179384,6888.9419,.21832395,11126.0184891337,5981.3916,.067396075,-410.2967463013301,.33041459,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,asin,no_covid_denom_ge2,pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,215,3654.2964,2283.197,.11352664,-.0765665535273614,.096718684,.43097043,-906.1494721509798,1082.9642,.40530017,3584.91562243333,2321.5999,.12659793,69.3807420632379,.32098868,0,0,0,0,0,,,
moderator,pat_invent_apply,cur,count,winsor,asin,no_covid_denom_ge2,pat_invent_apply,z_w_debt_pressure_l1,asin_early_inv_count_share,215,3654.2964,2283.197,.11352664,.0620370855719148,.042005755,.14373639,2593.619713163725,2198.0403,.24159871,3418.310959798189,2270.0295,.13614632,235.9854046983792,.32664695,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,count,winsor,asin_w,denom_ge2,pat_invent_apply,z_w_debt_pressure_l1,asin_w_early_inv_count_share,299,3997.9604,2354.0305,.093280807,-.1211457990702613,.074604437,.10829508,-622.6776905808988,1225.0892,.61264455,3922.525596683213,2341.8623,.097798914,75.43478638864417,.24887142,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,winsor,asin_w,denom_ge2,pat_invent_apply,z_w_debt_pressure_l1,asin_w_early_inv_count_share,299,3997.9604,2354.0305,.093280807,.034397821545142,.038237542,.37100914,3630.263651921881,2379.5251,.13099854,3785.651559648625,2333.1101,.10856583,212.3088234232318,.25585017,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,asin_w,denom_ge3,pat_invent_apply,z_w_debt_pressure_l1,asin_w_early_inv_count_share,250,5042.3789,2915.9265,.088235334,-.0231718634313564,.10244237,.82171917,328.1198329612796,1937.0757,.86598611,5049.98219140945,2901.0452,.086185776,-7.603147958504451,.30499852,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,winsor,asin_w,denom_ge3,pat_invent_apply,z_w_debt_pressure_l1,asin_w_early_inv_count_share,250,5042.3789,2915.9265,.088235334,.0522029324594846,.038686048,.18161981,-4397.692921683103,4855.7197,.3682608,5195.159967323592,2852.4521,.07289701,-152.7809238726468,.30782157,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,asin_w,interior,pat_invent_apply,z_w_debt_pressure_l1,asin_w_early_inv_count_share,223,4936.9653,2781.1604,.080704264,-.0932089109880107,.065951571,.16249155,-1321.430015757584,3922.0708,.73729593,4813.796183435747,2802.8013,.090801165,123.1690527156397,.30896002,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,winsor,asin_w,interior,pat_invent_apply,z_w_debt_pressure_l1,asin_w_early_inv_count_share,223,4936.9653,2781.1604,.080704264,.0041940807466079,.02222088,.85089934,-14093.30374760227,8714.8506,.11084057,5589.424881387912,2773.8596,.048172928,-652.4596452365258,.32388693,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,asin_w,interior_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,asin_w_early_inv_count_share,182,9837.9355,4937.7563,.050961532,-.1683400109714806,.079735637,.038999263,-1364.697515237998,4965.5459,.7844044,9608.202180177335,4836.2383,.051604837,229.7331946879149,.32915124,0,0,1,0,0,*,**,
moderator,pat_invent_apply,cur,count,winsor,asin_w,interior_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,asin_w_early_inv_count_share,182,9837.9355,4937.7563,.050961532,.0311007412054276,.062943392,.62306559,-32248.57945287556,15249.483,.038687017,12845.19491579116,5031.8271,.013293564,-3007.25954092591,.37856764,0,0,0,0,0,*,,**
mediated,pat_invent_apply,cur,count,winsor,asin_w,denom_ge2_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,asin_w_early_inv_count_share,242,5978.1577,3306.575,.074568897,-.1415548059484022,.088036194,.11200033,-313.9731156240836,1531.8801,.83815181,5933.713442510661,3270.1316,.073544085,44.44440345518251,.24270144,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,winsor,asin_w,denom_ge2_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,asin_w_early_inv_count_share,242,5978.1577,3306.575,.074568897,.0363809127836573,.054355182,.50532079,4784.645834304984,3575.8381,.18487038,6314.770045259754,3226.0217,.053966545,-336.6121992939106,.25286397,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,asin_w,denom_ge3_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,asin_w_early_inv_count_share,203,10715.722,6067.1763,.082061328,-.0381397616684866,.19525436,.84574103,856.6313055912851,2551.8242,.73818302,10748.39345666539,6016.0962,.078664474,-32.67171383302048,.32179922,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,winsor,asin_w,denom_ge3_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,asin_w_early_inv_count_share,203,10715.722,6067.1763,.082061328,-.001773955854622,.053463284,.9736321,-8563.124110179384,6888.9419,.21832395,11126.0184891337,5981.3916,.067396075,-410.2967463013301,.33041459,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,asin_w,no_covid_denom_ge2,pat_invent_apply,z_w_debt_pressure_l1,asin_w_early_inv_count_share,215,3654.2964,2283.197,.11352664,-.0765665535273614,.096718684,.43097043,-906.1494721509798,1082.9642,.40530017,3584.91562243333,2321.5999,.12659793,69.3807420632379,.32098868,0,0,0,0,0,,,
moderator,pat_invent_apply,cur,count,winsor,asin_w,no_covid_denom_ge2,pat_invent_apply,z_w_debt_pressure_l1,asin_w_early_inv_count_share,215,3654.2964,2283.197,.11352664,.0620370855719148,.042005755,.14373639,2593.619713163725,2198.0403,.24159871,3418.310959798189,2270.0295,.13614632,235.9854046983792,.32664695,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,logy,raw,raw,denom_ge2,ln_pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,299,.069823988,.080580801,.38877064,-.1109505870279387,.063794352,.085800074,-.0526191620445119,.07891348,.50679767,.0639858643972597,.079347044,.42237064,.0058381269177567,.40362054,0,0,1,0,0,,*,
moderator,pat_invent_apply,cur,logy,raw,raw,denom_ge2,ln_pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,299,.069823988,.080580801,.38877064,.0191694444417554,.025254043,.45001736,.1120385863599964,.15260011,.46494856,.0604446888446678,.078402407,.44297698,.0093793024703486,.40573338,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,logy,raw,raw,denom_ge3,ln_pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,250,.14982559,.09617468,.12384433,-.0380235436297039,.088659428,.66935241,-.0598118127404746,.11850676,.61536908,.1475513251617623,.095385648,.12646382,.0022742570713092,.41809133,0,0,0,0,0,,,
moderator,pat_invent_apply,cur,logy,raw,raw,denom_ge3,ln_pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,250,.14982559,.09617468,.12384433,.0306542553165394,.024959154,.22355355,-.2277251726372995,.23253904,.33085361,.155984044224624,.098615915,.11828391,-.0061584619915525,.42228571,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,logy,raw,raw,interior,ln_pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,223,.10924447,.077280112,.1623968,-.0916345174398389,.06689997,.17563543,-.0204920902543916,.13063397,.87585169,.1073666878076458,.078699864,.17734122,.0018777828017951,.46221784,0,0,0,0,0,,,
moderator,pat_invent_apply,cur,logy,raw,raw,interior,ln_pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,223,.10924447,.077280112,.1623968,.0040391239588007,.019838339,.83932084,-.3358358158733731,.23837018,.16378628,.1257641394363745,.085303001,.14537455,-.0165196688269336,.46946371,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,logy,raw,raw,interior_debt_trim,ln_pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,182,.25306195,.13373613,.063367851,-.1734372107410635,.081380628,.037250619,.0403032873907227,.14159073,.7769118,.2600520538826105,.13549206,.059784796,-.0069900897487424,.49146152,0,0,1,0,0,*,**,
moderator,pat_invent_apply,cur,logy,raw,raw,interior_debt_trim,ln_pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,182,.25306195,.13373613,.063367851,.0325008793627482,.064039715,.61368805,-.734385065710547,.28491387,.012468223,.3337335612164447,.13632959,.017359063,-.0806715970825766,.52081293,0,0,0,0,0,*,,**
mediated,pat_invent_apply,cur,logy,raw,raw,denom_ge2_debt_trim,ln_pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,242,.060198292,.12939794,.64310545,-.1399373910499374,.07801044,.07681793,.0181779020545773,.075072378,.80932516,.0627420588361089,.13221839,.63648021,-.0025437681882788,.40439832,0,0,1,0,0,,*,
moderator,pat_invent_apply,cur,logy,raw,raw,denom_ge2_debt_trim,ln_pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,242,.060198292,.12939794,.64310545,.0318380270332997,.045499776,.48622581,.1418087855143327,.18248799,.43952039,.0656107811197815,.13251522,.62194473,-.0054124904719514,.40821019,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,logy,raw,raw,denom_ge3_debt_trim,ln_pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,203,.22626838,.14003551,.11098297,-.0686470240360301,.16300817,.67505217,.0674961433217867,.12123803,.57962775,.2309017842632075,.1442557,.1143057,-.00463340937295,.46563253,0,0,0,0,0,,,
moderator,pat_invent_apply,cur,logy,raw,raw,denom_ge3_debt_trim,ln_pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,203,.22626838,.14003551,.11098297,-.0077446796058159,.047733862,.87161463,-.2163350385120868,.25145736,.3927722,.2422348541382823,.15160972,.11494843,-.0159664792480248,.4697648,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,logy,raw,raw,no_covid_denom_ge2,ln_pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,215,.12672842,.088645637,.15682307,-.0845220296523646,.085680813,.32695001,-.0514637801395888,.10150056,.61356455,.1223785886008657,.088856883,.17237298,.0043498231509809,.53447443,0,0,0,0,0,,,
moderator,pat_invent_apply,cur,logy,raw,raw,no_covid_denom_ge2,ln_pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,215,.12672842,.088645637,.15682307,.039646314633664,.028478032,.167827,.0020188431147478,.16727521,.99040139,.122266008683223,.088973157,.17331862,.0044624030686236,.53447515,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,logy,raw,winsor,denom_ge2,ln_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,299,.069823988,.080580801,.38877064,-.1109505870279387,.063794352,.085800074,-.0526191620445119,.07891348,.50679767,.0639858643972597,.079347044,.42237064,.0058381269177567,.40362054,0,0,1,0,0,,*,
moderator,pat_invent_apply,cur,logy,raw,winsor,denom_ge2,ln_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,299,.069823988,.080580801,.38877064,.0191694444417554,.025254043,.45001736,.1120385863599964,.15260011,.46494856,.0604446888446678,.078402407,.44297698,.0093793024703486,.40573338,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,logy,raw,winsor,denom_ge3,ln_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,250,.14982559,.09617468,.12384433,-.0380235436297039,.088659428,.66935241,-.0598118127404746,.11850676,.61536908,.1475513251617623,.095385648,.12646382,.0022742570713092,.41809133,0,0,0,0,0,,,
moderator,pat_invent_apply,cur,logy,raw,winsor,denom_ge3,ln_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,250,.14982559,.09617468,.12384433,.0306542553165394,.024959154,.22355355,-.2277251726372995,.23253904,.33085361,.155984044224624,.098615915,.11828391,-.0061584619915525,.42228571,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,logy,raw,winsor,interior,ln_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,223,.10924447,.077280112,.1623968,-.0916345174398389,.06689997,.17563543,-.0204920902543916,.13063397,.87585169,.1073666878076458,.078699864,.17734122,.0018777828017951,.46221784,0,0,0,0,0,,,
moderator,pat_invent_apply,cur,logy,raw,winsor,interior,ln_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,223,.10924447,.077280112,.1623968,.0040391239588007,.019838339,.83932084,-.3358358158733731,.23837018,.16378628,.1257641394363745,.085303001,.14537455,-.0165196688269336,.46946371,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,logy,raw,winsor,interior_debt_trim,ln_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,182,.25306195,.13373613,.063367851,-.1734372107410635,.081380628,.037250619,.0403032873907227,.14159073,.7769118,.2600520538826105,.13549206,.059784796,-.0069900897487424,.49146152,0,0,1,0,0,*,**,
moderator,pat_invent_apply,cur,logy,raw,winsor,interior_debt_trim,ln_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,182,.25306195,.13373613,.063367851,.0325008793627482,.064039715,.61368805,-.734385065710547,.28491387,.012468223,.3337335612164447,.13632959,.017359063,-.0806715970825766,.52081293,0,0,0,0,0,*,,**
mediated,pat_invent_apply,cur,logy,raw,winsor,denom_ge2_debt_trim,ln_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,242,.060198292,.12939794,.64310545,-.1399373910499374,.07801044,.07681793,.0181779020545773,.075072378,.80932516,.0627420588361089,.13221839,.63648021,-.0025437681882788,.40439832,0,0,1,0,0,,*,
moderator,pat_invent_apply,cur,logy,raw,winsor,denom_ge2_debt_trim,ln_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,242,.060198292,.12939794,.64310545,.0318380270332997,.045499776,.48622581,.1418087855143327,.18248799,.43952039,.0656107811197815,.13251522,.62194473,-.0054124904719514,.40821019,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,logy,raw,winsor,denom_ge3_debt_trim,ln_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,203,.22626838,.14003551,.11098297,-.0686470240360301,.16300817,.67505217,.0674961433217867,.12123803,.57962775,.2309017842632075,.1442557,.1143057,-.00463340937295,.46563253,0,0,0,0,0,,,
moderator,pat_invent_apply,cur,logy,raw,winsor,denom_ge3_debt_trim,ln_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,203,.22626838,.14003551,.11098297,-.0077446796058159,.047733862,.87161463,-.2163350385120868,.25145736,.3927722,.2422348541382823,.15160972,.11494843,-.0159664792480248,.4697648,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,logy,raw,winsor,no_covid_denom_ge2,ln_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,215,.12672842,.088645637,.15682307,-.0845220296523646,.085680813,.32695001,-.0514637801395888,.10150056,.61356455,.1223785886008657,.088856883,.17237298,.0043498231509809,.53447443,0,0,0,0,0,,,
moderator,pat_invent_apply,cur,logy,raw,winsor,no_covid_denom_ge2,ln_pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,215,.12672842,.088645637,.15682307,.039646314633664,.028478032,.167827,.0020188431147478,.16727521,.99040139,.122266008683223,.088973157,.17331862,.0044624030686236,.53447515,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,logy,raw,asin,denom_ge2,ln_pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,299,.069823988,.080580801,.38877064,-.1371110587213651,.080991849,.094317645,-.0431655572514532,.050581425,.39596105,.0639055160599721,.079025529,.42107427,.0059184752550443,.40420651,0,0,1,0,0,,*,
